f1,f4,f8,f12,f13,f14,f19,f24,f28,f30,f32,f35,f36,f50,f52,f53,f54,f60,f66,f74,f76,f81,f82,f86,f89,f90,class
0.190804,0.534371,0.537746,0.544307,0.177153,0.550952,0.149292,0.577051,0.650702,0.66197,0.654761,0.181143,0.628754,0.587572,0.587432,0.284738,0.719352,0.759266,0.865169,0.807227,0.71728,0.499999,0.874231,0.892138,0.593381,0.839053,13
0.786212,0.315616,0.327044,0.329113,0.787873,0.334387,0.772509,0.354098,0.44507,0.44507,0.41666,0.83375,0.337783,0.290954,0.281423,0.831438,0.335483,0.432107,0.696627,0.867472,0.801044,0.47639,1,0.965025,0.365761,0.839053,13
0.340236,0.074992,0.078617,0.085442,0.328673,0.095534,0.289102,0.2459,0.425357,0.464783,0.476189,0.434245,0.50502,0.556502,0.538248,0.7631,0.632255,0.567907,0.536519,0.292172,0.243449,0.841194,0.239257,0.247811,0.803501,0.224271,13
0.268962,0.278126,0.283029,0.287976,0.258739,0.289811,0.229855,0.350812,0.487321,0.512668,0.514876,0.272947,0.511695,0.604523,0.609291,0.466971,0.748395,0.768519,0.839891,0.768073,0.672767,0.851923,0.779136,0.760937,0.87938,0.667542,13
0.257468,0.284377,0.286168,0.284805,0.247087,0.286619,0.220372,0.370485,0.526761,0.560565,0.568451,0.307688,0.568563,0.658194,0.658464,0.669709,0.790326,0.7716,0.755627,0.52108,0.431934,0.92489,0.423307,0.414,0.902727,0.379949,13
0.328732,0.259374,0.264159,0.278476,0.312355,0.296181,0.274879,0.511472,0.647891,0.684506,0.693448,0.508691,0.712366,0.627124,0.590158,0.886107,0.683873,0.580253,0.558993,0.316271,0.259157,0.959215,0.368101,0.37318,0.912453,0.361473,13
0.285052,0.193751,0.198124,0.208864,0.26573,0.226113,0.234596,0.400003,0.563377,0.602816,0.619044,0.382134,0.645485,0.658194,0.644807,0.687927,0.770969,0.706787,0.702246,0.503019,0.424086,0.912009,0.484662,0.472302,0.900774,0.424802,13
0.319545,0.1625,0.166674,0.164557,0.314683,0.162412,0.272514,0.291805,0.473241,0.515491,0.523811,0.354834,0.558522,0.689264,0.680323,0.685654,0.809682,0.753094,0.693824,0.418675,0.356017,0.864803,0.365027,0.364427,0.840464,0.329819,13
0.372421,0.121877,0.125797,0.129751,0.363634,0.127384,0.331749,0.229511,0.402819,0.433801,0.434519,0.39454,0.454842,0.581922,0.576502,0.681097,0.680653,0.623453,0.609547,0.397596,0.340309,0.879825,0.355831,0.349855,0.861869,0.313987,13
0.080463,0.306247,0.311327,0.329113,0.067595,0.331209,0.059246,0.481969,0.611262,0.636622,0.645825,0.270471,0.665554,0.731647,0.710385,0.719819,0.832258,0.74692,0.665732,0.49097,0.41099,0.93776,0.463194,0.481055,0.893001,0.464377,13
0.12414,0.287495,0.292458,0.306966,0.109558,0.321648,0.085304,0.472125,0.616896,0.650701,0.666667,0.322582,0.705676,0.675143,0.64208,0.68337,0.725804,0.66976,0.65731,0.445779,0.390046,0.854075,0.457059,0.437313,0.826845,0.393137,13
0.131034,0.365621,0.396232,0.411385,0.118873,0.455417,0.106633,0.596725,0.71549,0.749294,0.764882,0.392064,0.789288,0.663844,0.625686,0.820052,0.719352,0.648147,0.626403,0.427705,0.366489,0.86051,0.368101,0.399416,0.828796,0.403692,13
0.071264,0.324999,0.342776,0.38608,0.107219,0.417197,0.139809,0.668847,0.785911,0.81127,0.815476,0.491321,0.819397,0.686445,0.650272,0.892937,0.741942,0.6358,0.632021,0.43373,0.374349,0.905574,0.407975,0.41691,0.859928,0.401059,13
0.06437,0.334368,0.336486,0.348102,0.048953,0.369429,0.016587,0.547534,0.681684,0.723946,0.741071,0.250624,0.785949,0.751415,0.724042,0.678812,0.841942,0.80556,0.825851,0.650601,0.552351,0.888411,0.592026,0.580176,0.842417,0.525062,13
0.12414,0.237492,0.248427,0.253158,0.111883,0.248399,0.090045,0.321308,0.487321,0.529571,0.556546,0.233256,0.601996,0.711865,0.693991,0.665151,0.812902,0.762347,0.764049,0.554221,0.447642,0.901281,0.389569,0.405247,0.852143,0.393137,13
0.170113,0.484367,0.503146,0.518989,0.142193,0.525472,0.111374,0.586881,0.664781,0.676049,0.669637,0.158808,0.658864,0.649725,0.64208,0.282465,0.774188,0.80556,0.884839,0.807227,0.714655,0.435619,0.861958,0.871721,0.5,0.810021,13
0.202298,0.453128,0.459131,0.468351,0.191146,0.471334,0.16114,0.540976,0.625354,0.64789,0.654761,0.220836,0.668891,0.672312,0.655737,0.533027,0.783874,0.777773,0.775286,0.578319,0.497378,0.680249,0.57668,0.58893,0.66732,0.548816,13
0.262068,0.418743,0.427682,0.430374,0.25175,0.433115,0.227491,0.468853,0.543663,0.543663,0.517858,0.260542,0.458194,0.45198,0.459013,0.332575,0.564515,0.6358,0.780904,0.798196,0.714655,0.637336,0.849688,0.842564,0.698441,0.765169,13
0.170113,0.484367,0.503146,0.518989,0.142193,0.525472,0.111374,0.586881,0.664781,0.676049,0.669637,0.158808,0.658864,0.649725,0.64208,0.282465,0.774188,0.80556,0.884839,0.807227,0.714655,0.435619,0.861958,0.871721,0.5,0.810021,13
0.202298,0.453128,0.459131,0.468351,0.191146,0.471334,0.16114,0.540976,0.625354,0.64789,0.654761,0.220836,0.668891,0.672312,0.655737,0.533027,0.783874,0.777773,0.775286,0.578319,0.497378,0.680249,0.57668,0.58893,0.66732,0.548816,13
0.262068,0.418743,0.427682,0.430374,0.25175,0.433115,0.227491,0.468853,0.543663,0.543663,0.517858,0.260542,0.458194,0.45198,0.459013,0.332575,0.564515,0.6358,0.780904,0.798196,0.714655,0.637336,0.849688,0.842564,0.698441,0.765169,13
0.839088,0.537503,0.547175,0.553795,0.834501,0.554144,0.817532,0.537704,0.560566,0.538028,0.485111,0.808939,0.364541,0.098873,0.065578,0.619587,0.045166,0,0.115168,0.057228,0.096863,0.165239,0.282205,0.419832,0.157592,0.498675,14
0.845982,0.534371,0.544036,0.544307,0.839151,0.541404,0.800945,0.459009,0.478876,0.44507,0.380956,0.749389,0.220738,0.079091,0.0847,0.460141,0.112906,0.2284,0.480335,0.542172,0.518322,0.160944,0.754595,0.860058,0.208176,0.873351,14
0.845982,0.546872,0.550326,0.550637,0.839151,0.550952,0.812791,0.472125,0.507047,0.481686,0.431549,0.796535,0.30435,0.115823,0.103833,0.612756,0.112906,0.123454,0.250003,0.192773,0.201571,0.244629,0.349695,0.457729,0.231521,0.506597,14
0.255174,0.587494,0.591203,0.594931,0.244749,0.601912,0.220372,0.613113,0.642257,0.625353,0.58631,0.277911,0.484952,0.299437,0.28415,0.421419,0.32258,0.333333,0.415729,0.277104,0.251309,0.650205,0.33435,0.387753,0.708167,0.395782,14
0.82069,0.449996,0.455979,0.462022,0.818183,0.464965,0.800945,0.491799,0.563377,0.5662,0.538687,0.863526,0.488289,0.395478,0.366123,0.865604,0.409677,0.299388,0.278095,0,0,0.358369,0.076687,0.241979,0.22957,0.401059,14
0.797704,0.728124,0.738994,0.734182,0.794864,0.729297,0.784355,0.675405,0.647891,0.605627,0.535717,0.7742,0.357851,0.076272,0.068306,0.412303,0.087096,0.172841,0.39607,0.430724,0.416226,0.203858,0.616568,0.720117,0.28988,0.757258,14
0.052878,0.759376,0.767305,0.775318,0.03496,0.777065,0.002364,0.701637,0.695776,0.673238,0.624997,0.059551,0.581942,0.279666,0.245907,0.305242,0.258059,0.197533,0.297753,0.201804,0.193712,0.648064,0.306747,0.390675,0.700392,0.416891,14
0.066666,0.712504,0.716986,0.718352,0.051278,0.713379,0.03554,0.554092,0.546474,0.515491,0.470236,0.171214,0.351162,0.144062,0.14754,0.580864,0.187098,0.26544,0.446636,0.445779,0.426698,0.849781,0.647232,0.725949,0.861869,0.720317,14
0.117249,0.843751,0.855348,0.86709,0.102567,0.869421,0.075833,0.852455,0.814083,0.777466,0.71726,0.133997,0.568563,0.271186,0.240442,0.423692,0.270963,0.293214,0.455058,0.43373,0.400518,0.791836,0.598161,0.690961,0.801559,0.699207,14
0.135635,0.778128,0.786174,0.794307,0.125875,0.802545,0.101891,0.816393,0.805636,0.771831,0.726182,0.141439,0.591969,0.285316,0.251372,0.359908,0.274196,0.21296,0.331464,0.277104,0.274865,0.781108,0.432517,0.54811,0.803501,0.609502,14
0.08965,0.793747,0.805044,0.813296,0.074584,0.821654,0.049764,0.688521,0.639433,0.585913,0.505953,0.188585,0.351162,0.192095,0.199462,0.59681,0.258059,0.330254,0.516861,0.58735,0.562823,0.78326,0.788347,0.833823,0.772369,0.775725,14
0.165513,0.756244,0.764153,0.768989,0.153847,0.773886,0.135068,0.809834,0.842254,0.830984,0.785711,0.143915,0.638796,0.254234,0.204927,0.419134,0.209674,0.231481,0.393254,0.412651,0.413614,0.79613,0.647232,0.746365,0.784048,0.72295,14
0.011494,0.424994,0.433971,0.433545,0,0.417197,0,0.321308,0.380283,0.3493,0.28571,0.196025,0.127086,0.04237,0.046459,0.615041,0.064522,0.15432,0.376412,0.442773,0.416226,0.974237,0.662577,0.708455,0.929964,0.664909,14
0.098849,0.484367,0.46542,0.443033,0.109558,0.436307,0.082941,0.35737,0.380283,0.354933,0.288694,0.285353,0.147155,0.02542,0.030063,0.706146,0.048384,0.160493,0.390452,0.457828,0.450266,0.944205,0.680983,0.725949,0.883272,0.675464,14
0.131034,0.525002,0.531457,0.525318,0.116548,0.525472,0.082941,0.426234,0.467607,0.44507,0.380956,0.24566,0.227428,0.053671,0.051923,0.722092,0.077412,0.216053,0.491572,0.593375,0.552351,0.929183,0.684044,0.679298,0.881322,0.622689,14
0.091957,0.496868,0.487428,0.484182,0.088577,0.480896,0.073458,0.452452,0.501413,0.490143,0.452377,0.121579,0.357851,0.268367,0.254099,0.339405,0.293552,0.290121,0.382019,0.26205,0.246072,0.609434,0.33435,0.393584,0.669262,0.403692,14
0.045973,0.371871,0.383653,0.38608,0.025645,0.382169,0.004741,0.406561,0.478876,0.473241,0.443454,0.08685,0.37123,0.282485,0.270493,0.227796,0.306457,0.290121,0.387636,0.228921,0.204185,0.420597,0.242331,0.276968,0.51557,0.26649,14
0.147127,0.51562,0.525167,0.541135,0.109558,0.541404,0.106633,0.51803,0.532395,0.512668,0.476189,0.220836,0.387961,0.121473,0.098368,0.537585,0.096769,0.098773,0.255621,0.216873,0.227752,0.914163,0.414111,0.551019,0.928013,0.598947,14
0.618394,0.821867,0.83019,0.841772,0.613047,0.847135,0.594781,0.885244,0.901407,0.901406,0.895833,0.647642,0.882941,0.737297,0.707646,0.665151,0.82904,0.774693,0.780904,0.614454,0.536643,0.484977,0.616568,0.623906,0.441631,0.58047,14
0.675859,0.862503,0.871079,0.879749,0.668988,0.882163,0.651651,0.918032,0.926756,0.926755,0.928566,0.714647,0.923078,0.776835,0.737697,0.706146,0.854847,0.780867,0.789326,0.629522,0.544502,0.579401,0.628838,0.632659,0.538915,0.585747,14
0.652873,0.768745,0.776732,0.787977,0.645681,0.792996,0.627957,0.82951,0.850699,0.850698,0.839287,0.687347,0.812708,0.649725,0.620221,0.697043,0.719352,0.67284,0.702246,0.551202,0.48167,0.560086,0.567484,0.58893,0.517511,0.554094,14
0.618394,0.821867,0.83019,0.841772,0.613047,0.847135,0.594781,0.885244,0.901407,0.901406,0.895833,0.647642,0.882941,0.737297,0.707646,0.665151,0.82904,0.774693,0.780904,0.614454,0.536643,0.484977,0.616568,0.623906,0.441631,0.58047,14
0.675859,0.862503,0.871079,0.879749,0.668988,0.882163,0.651651,0.918032,0.926756,0.926755,0.928566,0.714647,0.923078,0.776835,0.737697,0.706146,0.854847,0.780867,0.789326,0.629522,0.544502,0.579401,0.628838,0.632659,0.538915,0.585747,14
0.652873,0.768745,0.776732,0.787977,0.645681,0.792996,0.627957,0.82951,0.850699,0.850698,0.839287,0.687347,0.812708,0.649725,0.620221,0.697043,0.719352,0.67284,0.702246,0.551202,0.48167,0.560086,0.567484,0.58893,0.517511,0.554094,14
